sensor_id;sensor_type;location;lat;lon;timestamp;P1;P4;P2;P0;N10;N4;N25;N1;N05;TS
84586;SPS30;74809;48.198;16.302;2023-12-20T00:08:25;60.5;;63.2;55.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T00:18:25;57.5;;58.8;53.7;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T00:23:25;58.8;;59.6;55.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T00:33:25;58.5;;59.4;55.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T00:43:25;61.7;;64.1;57.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T00:53:25;60.0;;62.4;55.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T01:03:25;57.2;;59.2;53.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T01:13:25;56.9;;58.8;52.7;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T01:23:25;55.7;;57.2;52.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T01:33:25;56.8;;57.7;53.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T01:43:25;53.5;;55.4;49.6;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T01:48:25;55.7;;58.3;51.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T01:58:25;56.4;;58.8;51.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T02:08:25;49.1;;50.8;45.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T02:18:25;49.2;;51.3;45.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T02:28:25;36.1;;37.3;33.6;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T02:38:25;19.2;;19.9;17.7;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T02:48:25;4.7;;4.8;4.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T02:58:25;4.2;;4.3;4.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T03:08:25;5.3;;5.3;5.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T03:18:25;4.6;;4.6;4.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T03:28:26;4.6;;4.6;4.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T03:38:25;16.3;;16.6;15.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T03:48:25;15.7;;16.2;14.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T03:58:25;20.4;;21.1;18.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T04:08:25;21.9;;21.9;20.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T04:18:25;25.1;;26.3;23.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T04:28:25;22.2;;22.2;21.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T04:38:25;20.8;;20.9;19.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T04:48:25;10.9;;10.9;10.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T04:58:25;7.2;;7.2;6.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T05:08:25;5.8;;5.8;5.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T05:18:25;5.9;;6.0;5.6;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T05:28:25;5.8;;5.8;5.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T05:38:25;5.1;;5.1;4.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T05:48:25;5.6;;5.7;5.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T05:58:25;7.4;;7.5;6.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T06:08:25;5.3;;5.4;4.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T06:18:26;5.5;;5.5;5.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T06:28:25;5.3;;5.3;5.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T06:38:25;5.7;;5.8;5.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T06:48:25;4.8;;4.8;4.6;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T06:58:25;5.2;;5.2;4.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T07:03:25;5.2;;5.2;5.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T07:13:25;5.5;;5.7;5.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T07:23:25;5.6;;5.6;5.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T07:33:25;5.7;;5.7;5.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T07:43:25;6.4;;6.5;6.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T07:53:25;6.5;;6.7;6.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T08:03:25;6.0;;6.0;5.7;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T08:13:25;7.2;;7.2;6.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T08:23:25;6.6;;6.9;6.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T08:33:25;5.8;;5.8;5.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T08:43:25;5.4;;5.4;5.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T08:53:25;6.4;;6.4;6.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T09:03:25;5.6;;5.6;5.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T09:13:25;6.1;;6.1;5.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T09:23:26;4.6;;4.8;4.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T09:33:25;3.6;;3.6;3.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T09:43:25;3.3;;3.3;3.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T09:53:26;3.7;;3.7;3.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T10:03:25;3.7;;3.7;3.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T10:13:25;4.1;;4.1;3.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T10:23:25;4.3;;4.3;4.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T10:33:26;3.3;;3.3;3.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T10:43:26;3.2;;3.2;3.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T10:53:26;3.1;;3.1;3.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T10:58:26;3.4;;3.4;3.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T11:08:26;3.5;;3.5;3.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T11:18:29;3.7;;3.7;3.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T11:28:26;3.9;;3.9;3.7;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T11:38:25;3.2;;3.2;3.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T11:48:26;3.0;;3.0;2.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T11:58:26;2.5;;2.5;2.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T12:08:26;2.2;;2.2;2.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T12:18:26;2.5;;2.5;2.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T12:23:26;2.3;;2.3;2.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T12:33:26;2.4;;2.4;2.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T12:43:26;2.0;;2.0;1.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T12:53:26;2.6;;2.6;2.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T13:03:26;2.5;;2.5;2.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T13:13:26;2.3;;2.3;2.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T13:23:26;2.4;;2.4;2.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T13:33:26;4.1;;4.1;3.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T13:43:26;2.9;;2.9;2.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T13:53:26;2.6;;2.6;2.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T14:03:26;2.4;;2.4;2.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T14:13:26;2.5;;2.5;2.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T14:18:26;3.0;;3.0;2.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T14:28:26;2.2;;2.2;2.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T14:38:26;2.1;;2.1;2.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T14:48:26;3.0;;3.0;2.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T14:58:26;2.3;;2.3;2.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T15:08:26;2.4;;2.4;2.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T15:18:26;3.0;;3.0;2.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T15:28:26;5.6;;5.6;5.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T15:38:26;2.2;;2.2;2.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T15:48:26;3.4;;3.4;3.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T15:58:26;3.2;;3.2;3.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T16:08:26;3.0;;3.0;2.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T16:18:26;2.9;;2.9;2.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T16:28:26;3.6;;3.6;3.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T16:38:26;3.2;;3.2;3.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T16:48:26;3.8;;3.9;3.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T16:58:26;3.0;;3.0;2.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T17:08:26;2.8;;2.8;2.7;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T17:18:26;3.0;;3.0;2.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T17:28:26;2.7;;2.8;2.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T17:38:26;2.4;;2.4;2.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T17:48:26;2.9;;2.9;2.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T17:58:26;2.6;;2.6;2.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T18:08:26;3.2;;3.2;3.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T18:18:26;2.9;;2.9;2.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T18:28:26;3.0;;3.0;2.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T18:38:26;2.7;;2.7;2.6;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T18:48:26;3.2;;3.3;3.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T18:58:26;2.5;;2.6;2.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T19:08:26;2.9;;2.9;2.7;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T19:18:26;2.7;;2.7;2.6;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T19:28:26;3.3;;3.3;3.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T19:33:26;3.3;;3.3;3.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T19:38:26;2.9;;2.9;2.7;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T19:48:26;3.7;;3.7;3.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T19:58:27;3.7;;3.7;3.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T20:08:27;4.6;;4.6;4.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T20:18:27;4.1;;4.1;3.9;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T20:28:26;4.0;;4.0;3.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T20:38:27;3.6;;3.6;3.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T20:48:26;3.5;;3.5;3.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T20:58:26;3.3;;3.3;3.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T21:08:26;2.9;;2.9;2.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T21:18:26;3.3;;3.3;3.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T21:28:26;3.3;;3.3;3.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T21:38:26;3.2;;3.2;3.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T21:48:26;2.6;;2.7;2.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T21:58:26;3.1;;3.1;3.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T22:08:26;2.3;;2.3;2.2;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T22:18:26;2.5;;2.5;2.4;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T22:28:26;3.3;;3.3;3.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T22:38:26;2.8;;2.8;2.7;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T22:48:26;2.8;;2.8;2.7;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T22:58:26;2.9;;2.9;2.8;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T23:08:26;2.6;;2.6;2.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T23:18:26;2.6;;2.6;2.5;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T23:28:26;2.2;;2.2;2.1;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T23:38:26;2.4;;2.4;2.3;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T23:48:26;2.1;;2.1;2.0;;;;;;
84586;SPS30;74809;48.198;16.302;2023-12-20T23:58:26;1.5;;1.5;1.5;;;;;;
